Region,Area,Depth,Transect,Family,Species,Length,Number,a,b,lev,diet
O,GG,10,T5,Pomacentridae,Dascyllus_reticulatus,6,11,0.0309,3.01,BP,PI
O,GG,10,T5,Labridae,Coris_cf_dorsomacula,10,3,0.01,3.06,BP,MI
O,GG,10,T5,Chaetodontidae,Chaetodon_lunulatus,10,1,0.02291,3.01,BP,SI
O,GG,10,T5,Serranidae,Cephalopholis_urodeta,15,1,0.01202,3.04,BP,PI
O,GG,10,T5,Pomacentridae,Chromis_cf_vanderbilti,8,3,0.01479,2.99,BP,PL
O,GG,10,T5,Acanthuridae,Acanthurus_japonicus,15,2,0.02344,2.96,BP,HD
O,GG,10,T5,Pomacentridae,Plectroglyphidodon_johnstonianus,10,1,0.02399,2.95,BP,HD
O,GG,10,T5,,unknown,20,1,,,,
O,GG,10,T5,Acanthuridae,Acanthurus_sp,10,2,,,,
O,GG,10,T5,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,GG,10,T5,Labridae,Scarus_sp,20,1,,,,
O,GG,10,T5,Chaetodontidae,Chaetodon_cf_trifascialis,10,2,0.02138,2.96,BP,SI
O,GG,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,10,5,0.02344,2.98,BP,O
O,GG,10,T5,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,OR,10,T1,Labridae,Thalassoma_lutescens,15,4,0.01023,3.05,BP,MI
O,OR,10,T1,Pomacentridae,Chromis_margaritifer,8,35,0.0182,3,BP,PL
O,OR,10,T1,Pomacentridae,Chromis_xanthura,8,2,0.0166,2.95,BP,PL
O,OR,10,T1,Labridae,Labridae_sp,20,2,,,,
O,OR,10,T1,Mullidae,Parupeneus_multifasciatus,20,2,0.01318,3.11,BP,MI
O,OR,10,T1,Microdesmidae,Ptereleotris_evides,10,14,0.00389,3.12,BP,PL
O,OR,10,T1,Balistidae,Melichthys_cf_vidua,40,2,0.02754,3,BP,O
O,OR,10,T1,Serranidae,Pseudanthias_cf_pleurotaenia,8,6,0.00955,2.97,BP,PL
O,OR,10,T1,,unknown,10,26,,,,
O,OR,10,T1,Labridae,Labroides_dimidiatus,10,2,0.00447,3.14,BP,MI
O,OR,10,T1,Labridae,Scarus_sp,10,1,,,,
O,OR,10,T1,Pomacentridae,Plectroglyphidodon_cf_lacrymatus,10,3,0.02239,2.99,BP,O
O,OR,10,T1,Cirrhitidae,Paracirrhites_cf_forsteri,10,1,0.00933,3.07,B,PI
O,OR,10,T1,Labridae,Coris_cf_aygula,10,1,0.00832,3.12,BP,MI
O,OR,10,T1,Acanthuridae,Acanthurus_sp,15,3,,,,
O,OR,10,T1,Labridae,Thalassoma_lutescens,20,2,0.01023,3.05,BP,MI
O,OR,10,T1,Acanthuridae,Ctenochaetus_cf_binotatus,20,1,0.03388,2.93,BP,HD
O,OR,10,T1,Labridae,Labridae_sp,10,4,,,,
O,OR,10,T1,Acanthuridae,Naso_lituratus,40,1,0.02512,2.97,BP,MH
O,OR,10,T1,Labridae,Coris_cf_dorsomacula,10,2,0.01,3.06,BP,MI
O,OR,10,T1,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,OR,10,T1,Labridae,Halichoeres_hortulanus,15,1,0.00977,3.08,BP,MI
O,OR,10,T1,,unknown,15,1,,,,
O,OR,10,T1,Microdesmidae,Nemateleotris_magnifica,10,4,0.00389,3.12,BP,PL
O,OR,10,T1,Pomacentridae,Chromis_xanthura,8,1,0.0166,2.95,BP,PL
O,OR,10,T2,Labridae,Thalassoma_lutescens,20,3,0.01023,3.05,BP,MI
O,OR,10,T2,Acanthuridae,Acanthurus_sp,15,2,,,,
O,OR,10,T2,Pomacentridae,Chromis_margaritifer,8,14,0.0182,3,BP,PL
O,OR,10,T2,Microdesmidae,Ptereleotris_evides,10,2,0.00389,3.12,BP,PL
O,OR,10,T2,Labridae,Thalassoma_cf_amblycephalum,10,5,0.977,3.04,BP,PL
O,OR,10,T2,Labridae,Hologymnosus_cf_annulatus,10,2,0.01,3.06,BP,PI
O,OR,10,T2,,unknown,5,18,,,,
O,OR,10,T2,Mullidae,Parupeneus_pleurostigma,20,3,0.01202,3.09,BP,MI
O,OR,10,T2,Labridae,Cheilinus_chlorourus,20,1,0.0182,2.95,BP,MI
O,OR,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,20,2,0.02344,2.98,BP,O
O,OR,10,T2,Acanthuridae,Naso_lituratus,40,1,0.02512,2.97,BP,MH
O,OR,10,T2,Acanthuridae,Acanthurus_thompsoni,25,2,0.02512,2.96,BP,PL
O,OR,10,T2,Labridae,Bolbometopon_muricatum,80,1,0.01413,3.04,BP,O
O,OR,10,T2,Labridae,Thalassoma_lutescens,10,3,0.01023,3.05,BP,MI
O,OR,10,T2,Labridae,Labridae_sp,7,9,,,,
O,OR,10,T2,Pomacentridae,Pomacentridae_sp,7,1,,,,
O,OR,10,T2,Pomacentridae,Pomacentridae_sp,10,1,,,,
O,OR,10,T2,Nemipteridae,Scolopsis_bilineata,15,1,0.01445,3.02,BP,MI
O,OR,10,T2,Labridae,Thalassoma_lutescens,15,2,0.01023,3.05,BP,MI
O,OR,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,15,6,0.02344,2.98,BP,O
O,OR,10,T2,Balistidae,Sufflamen_chrysopterum,35,1,0.02042,2.94,BP,SI
O,OR,10,T2,Labridae,Bodianus_cf_dictynna,10,2,0.01202,3.05,BP,MI
O,OR,10,T3,Acanthuridae,Ctenochaetus_cf_striatus,20,6,0.02344,2.98,BP,O
O,OR,10,T3,Labridae,Thalassoma_lutescens,10,3,0.01023,3.05,BP,MI
O,OR,10,T3,Pomacentridae,Chromis_margaritifer,8,11,0.0182,3,BP,PL
O,OR,10,T3,Mullidae,Parupeneus_multifasciatus,25,1,0.01318,3.11,BP,MI
O,OR,10,T3,Monacanthidae,Cantherhines_dumerilii,30,1,0.0257,2.91,BP,SI
O,OR,10,T3,Labridae,Scarus_cf_festivus,25,2,0.01175,3.15,BP,HD
O,OR,10,T3,Serranidae,Cephalopholis_urodeta,30,1,0.01202,3.04,BP,PI
O,OR,10,T3,Acanthuridae,Acanthurus_pyroferus,25,1,0.02399,2.96,BP,HD
O,OR,10,T3,Labridae,Anampses_cf_melanurus,18,1,0.01,3.06,BP,MI
O,OR,10,T3,,unknown,15,3,,,,
O,OR,10,T3,Pomacentridae,Plectroglyphidodon_dickii,8,1,0.02455,2.99,BP,O
O,OR,10,T3,Labridae,Thalassoma_lutescens,15,1,0.01023,3.05,BP,MI
O,OR,10,T3,,unknown,5,50,,,,
O,OR,10,T3,Labridae,Scarus_cf_forsteni,20,1,0.01622,3.02,BP,HD
O,OR,10,T3,Labridae,Labridae_sp,10,1,,,,
O,OR,10,T3,Microdesmidae,Ptereleotris_evides,10,1,0.00389,3.12,BP,PL
O,OR,10,T3,Monacanthidae,Cantherhines_dumerilii,30,2,0.0257,2.91,BP,SI
O,OR,10,T3,Pomacentridae,Pomacentridae_sp,7,2,,,,
O,OR,10,T3,Labridae,Labridae_sp,5,2,,,,
O,OR,10,T4,Balistidae,Odonus_niger,30,3,0.03236,2.95,BP,PL
O,OR,10,T4,Labridae,Thalassoma_cf_amblycephalum,10,14,0.977,3.04,BP,PL
O,OR,10,T4,Labridae,Thalassoma_cf_amblycephalum,15,2,0.977,3.04,BP,PL
O,OR,10,T4,Labridae,Thalassoma_cf_jansenii,15,2,0.977,3.04,BP,MI
O,OR,10,T4,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,OR,10,T4,Pomacentridae,Pomacentridae_sp,5,15,,,,
O,OR,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,15,6,0.02344,2.98,BP,O
O,OR,10,T4,Acanthuridae,Naso_lituratus,30,1,0.02512,2.97,BP,MH
O,OR,10,T4,Labridae,Thalassoma_lutescens,20,1,0.01023,3.05,BP,MI
O,OR,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,10,1,0.02344,2.98,BP,O
O,OR,10,T4,Microdesmidae,Nemateleotris_magnifica,10,2,0.00389,3.12,BP,PL
O,OR,10,T4,Labridae,Scarus_sp,25,3,,,,
O,OR,10,T4,Labridae,Labridae_sp,5,2,,,,
O,OR,10,T4,Microdesmidae,Ptereleotris_evides,10,1,0.00389,3.12,BP,PL
O,OR,10,T4,Pomacentridae,Dascyllus_reticulatus,8,1,0.0309,3.01,BP,PI
O,OR,10,T4,Labridae,Thalassoma_lutescens,15,1,0.01023,3.05,BP,MI
O,OR,10,T4,Labridae,Scarus_cf_forsteni,20,1,0.01622,3.02,BP,HD
O,OR,10,T4,Acanthuridae,Acanthurus_thompsoni,25,1,0.02512,2.96,BP,PL
O,OR,10,T4,Cirrhitidae,Cirrhitichthys_cf_falco,10,1,0.01288,2.98,B,MI
O,OR,10,T4,Labridae,Labridae_sp,10,4,,,,
O,OR,10,T4,Labridae,Thalassoma_lutescens,8,2,0.01023,3.05,BP,MI
O,OR,10,T4,Pomacanthidae,Apolemichthys_trimaculatus,20,1,0.03311,2.88,BP,SI
O,OR,10,T4,Pomacentridae,Chromis_cf_vanderbilti,7,27,0.01479,2.99,BP,PL
O,OR,10,T4,Mullidae,Parupeneus_multifasciatus,15,1,0.01318,3.11,BP,MI
O,OR,10,T5,Balistidae,Odonus_niger,25,22,0.03236,2.95,BP,PL
O,OR,10,T5,Pomacentridae,Dascyllus_reticulatus,10,17,0.0309,3.01,BP,PI
O,OR,10,T5,Pomacentridae,Chromis_margaritifer,10,9,0.0182,3,BP,PL
O,OR,10,T5,Microdesmidae,Ptereleotris_evides,10,3,0.00389,3.12,BP,PL
O,OR,10,T5,Labridae,Scarus_sp,35,1,,,,
O,OR,10,T5,Balistidae,Odonus_niger,40,1,0.03236,2.95,BP,PL
O,OR,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,20,7,0.02344,2.98,BP,O
O,OR,10,T5,Pomacentridae,Chromis_cf_ovatiformis,10,3,0.0182,3,BP,O
O,OR,10,T5,Labridae,Thalassoma_lutescens,10,2,0.01023,3.05,BP,MI
O,OR,10,T5,Labridae,Labridae_sp,10,1,,,,
O,OR,10,T5,Mullidae,Parupeneus_multifasciatus,15,2,0.01318,3.11,BP,MI
O,OR,10,T5,Labridae,Scarus_cf_forsteni,20,1,0.01622,3.02,BP,HD
O,OR,10,T5,Acanthuridae,Naso_lituratus,40,1,0.02512,2.97,BP,MH
O,OR,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,15,4,0.02344,2.98,BP,O
O,OR,10,T5,Labridae,Thalassoma_lutescens,15,1,0.01023,3.05,BP,MI
O,OR,10,T5,Mullidae,Parupeneus_multifasciatus,20,1,0.01318,3.11,BP,MI
O,OR,10,T5,Labridae,Scarus_cf_forsteni,25,1,0.01622,3.02,BP,HD
O,OR,10,T5,,unknown,5,2,,,,
O,OR,10,T5,Pomacentridae,Pomacentridae_sp,10,3,,,,
O,OR,10,T5,Zanclidae,Zanclus_cornutus,25,1,0.01698,3.06,BP,MI
O,OR,10,T5,Labridae,Labridae_sp,20,1,,,,
O,HR,10,T1,Pomacentridae,Chromis_margaritifer,10,75,0.0182,3,BP,PL
O,HR,10,T1,Acanthuridae,Naso_lituratus,40,1,0.02512,2.97,BP,MH
O,HR,10,T1,Mullidae,Parupeneus_multifasciatus,12,1,0.01318,3.11,BP,MI
O,HR,10,T1,Acanthuridae,Ctenochaetus_cf_striatus,20,22,0.02344,2.98,BP,O
O,HR,10,T1,Pomacentridae,Pomacentridae_sp,5,5,,,,
O,HR,10,T1,Pomacentridae,Chromis_margaritifer,5,4,0.0182,3,BP,PL
O,HR,10,T1,Labridae,Thalassoma_lutescens,15,4,0.01023,3.05,BP,MI
O,HR,10,T1,Labridae,Thalassoma_lutescens,10,1,0.01023,3.05,BP,MI
O,HR,10,T1,Microdesmidae,Ptereleotris_evides,10,2,0.00389,3.12,BP,PL
O,HR,10,T1,Acanthuridae,Ctenochaetus_cf_striatus,15,4,0.02344,2.98,BP,O
O,HR,10,T1,Labridae,Thalassoma_cf_amblycephalum,15,7,0.977,3.04,BP,PL
O,HR,10,T1,Labridae,Scarus_cf_forsteni,30,5,0.01622,3.02,BP,HD
O,HR,10,T1,Labridae,Coris_cf_gaimard,20,1,0.01,3.06,BP,MI
O,HR,10,T1,Pomacentridae,Amphiprion_clarkii,12,2,0.02291,2.99,BP,O
O,HR,10,T1,Labridae,Macropharyngodon_negrosensis,10,1,0.01,3.06,BP,MI
O,HR,10,T1,Microdesmidae,Nemateleotris_magnifica,10,8,0.00389,3.12,BP,PL
O,HR,10,T1,Mullidae,Parupeneus_multifasciatus,18,2,0.01318,3.11,BP,MI
O,HR,10,T1,Serranidae,Cephalopholis_urodeta,25,1,0.01202,3.04,BP,PI
O,HR,10,T1,Chaetodontidae,Forcipiger_flavissimus,15,1,0.02291,3.02,BP,MI
O,HR,10,T1,Pomacentridae,Pomacentridae_sp,10,7,,,,
O,HR,10,T1,Labridae,Thalassoma_lutescens,10,3,0.01023,3.05,BP,MI
O,HR,10,T1,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,HR,10,T1,Pomacentridae,Chromis_cf_vanderbilti,8,14,0.01479,2.99,BP,PL
O,HR,10,T1,Chaetodontidae,Chaetodon_speculum,15,1,0.02512,2.97,BP,SI
O,HR,10,T1,Labridae,Thalassoma_lutescens,20,1,0.01023,3.05,BP,MI
O,HR,10,T1,Pomacentridae,Dascyllus_reticulatus,10,2,0.0309,3.01,BP,PI
O,HR,10,T1,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,HR,10,T1,Balistidae,Sufflamen_chrysopterum,30,1,0.02042,2.94,BP,SI
O,HR,10,T1,,unknown,5,40,,,,
O,HR,10,T1,Labridae,Thalassoma_cf_amblycephalum,15,52,0.977,3.04,BP,PL
O,HR,10,T2,Pomacentridae,Chromis_margaritifer,10,122,0.0182,3,BP,PL
O,HR,10,T2,Labridae,Labridae_sp,10,1,,,,
O,HR,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,20,9,0.02344,2.98,BP,O
O,HR,10,T2,Labridae,Thalassoma_quinquevittatum,20,4,0.01,3.04,BP,MI
O,HR,10,T2,Serranidae,Pseudanthias_squamipinnis,15,4,0.01514,2.92,BP,PL
O,HR,10,T2,Serranidae,Pseudanthias_squamipinnis,12,43,0.01514,2.92,BP,PL
O,HR,10,T2,Pomacentridae,Pomacentridae_sp,10,2,,,,
O,HR,10,T2,Cirrhitidae,Cirrhitichthys_cf_falco,10,1,0.01288,2.98,B,MI
O,HR,10,T2,,unknown,5,1,,,,
O,HR,10,T2,Pomacentridae,Plectroglyphidodon_dickii,10,1,0.02455,2.99,BP,O
O,HR,10,T2,Labridae,Thalassoma_lutescens,10,3,0.01023,3.05,BP,MI
O,HR,10,T2,Acanthuridae,Naso_lituratus,30,1,0.02512,2.97,BP,MH
O,HR,10,T2,Labridae,Thalassoma_lutescens,10,1,0.01023,3.05,BP,MI
O,HR,10,T2,Pomacentridae,Chromis_xanthura,10,1,0.0166,2.95,BP,PL
O,HR,10,T2,Labridae,Labridae_sp,5,2,,,,
O,HR,10,T2,Labridae,Thalassoma_lutescens,15,2,0.01023,3.05,BP,MI
O,HR,10,T2,Labridae,Thalassoma_lutescens,20,1,0.01023,3.05,BP,MI
O,HR,10,T2,Mullidae,Parupeneus_multifasciatus,20,1,0.01318,3.11,BP,MI
O,HR,10,T2,Microdesmidae,Ptereleotris_evides,10,4,0.00389,3.12,BP,PL
O,HR,10,T2,Mullidae,Parupeneus_multifasciatus,10,1,0.01318,3.11,BP,MI
O,HR,10,T2,Acanthuridae,Acanthurus_pyroferus,30,1,0.02399,2.96,BP,HD
O,HR,10,T2,Labridae,Thalassoma_sp,10,1,,,,
O,HR,10,T2,Serranidae,Cephalopholis_urodeta,20,1,0.01202,3.04,BP,PI
O,HR,10,T2,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,HR,10,T2,Mullidae,Parupeneus_multifasciatus,15,2,0.01318,3.11,BP,MI
O,HR,10,T3,Acanthuridae,Ctenochaetus_cf_striatus,20,16,0.02344,2.98,BP,O
O,HR,10,T3,Serranidae,Pseudanthias_squamipinnis,15,6,0.01514,2.92,BP,PL
O,HR,10,T3,Serranidae,Pseudanthias_squamipinnis,12,117,0.01514,2.92,BP,PL
O,HR,10,T3,Microdesmidae,Ptereleotris_evides,10,6,0.00389,3.12,BP,PL
O,HR,10,T3,Labridae,Thalassoma_lutescens,15,2,0.01023,3.05,BP,MI
O,HR,10,T3,Labridae,Thalassoma_lutescens,20,4,0.01023,3.05,BP,MI
O,HR,10,T3,Pomacentridae,Chromis_margaritifer,8,197,0.0182,3,BP,PL
O,HR,10,T3,Serranidae,Cephalopholis_urodeta,30,2,0.01202,3.04,BP,PI
O,HR,10,T3,Labridae,Oxycheilinus_unifasciatus,40,1,0.0166,2.95,BP,MI
O,HR,10,T3,Chaetodontidae,Chaetodon_lineolatus,25,2,0.02291,2.95,BP,SI
O,HR,10,T3,Labridae,Cheilinus_chlorourus,40,1,0.0182,2.95,BP,MI
O,HR,10,T3,Labridae,Scarus_cf_forsteni,30,1,0.01622,3.02,BP,HD
O,HR,10,T3,Labridae,Scarus_sp,25,1,,,,
O,HR,10,T3,Chaetodontidae,Chaetodon_argentatus,12,1,0.02291,3.01,BP,SI
O,HR,10,T3,Labridae,Thalassoma_quinquevittatum,15,1,0.01,3.04,BP,MI
O,HR,10,T3,Labridae,Scarus_cf_forsteni,25,4,0.01622,3.02,BP,HD
O,HR,10,T3,Pomacentridae,Chromis_xanthura,10,16,0.0166,2.95,BP,PL
O,HR,10,T3,Pomacentridae,Chromis_margaritifer,5,5,0.0182,3,BP,PL
O,HR,10,T3,Pomacanthidae,Centropyge_vrolikii,10,8,0.03236,2.88,BP,HD
O,HR,10,T3,Mullidae,Parupeneus_multifasciatus,15,2,0.01318,3.11,BP,MI
O,HR,10,T3,Blenniidae,Petroscirtes_breviceps,10,1,0.00537,3,BP,O
O,HR,10,T3,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,HR,10,T3,Labridae,Cheilinus_chlorourus,25,1,0.0182,2.95,BP,MI
O,HR,10,T3,Labridae,Labridae_sp,10,1,,,,
O,HR,10,T3,Pomacentridae,Chromis_cf_vanderbilti,7,8,0.01479,2.99,BP,PL
O,HR,10,T3,Labridae,Labridae_sp,5,2,,,,
O,HR,10,T3,Pomacanthidae,Pygoplites_diacanthus,25,1,0.04677,2.89,BP,SI
O,HR,10,T3,Labridae,Labridae_sp,20,2,,,,
O,HR,10,T3,Pomacentridae,Pomachromis_cf_richardsoni,10,1,0.01479,2.99,BP,HD
O,HR,10,T3,Acanthuridae,Naso_lituratus,30,1,0.02512,2.97,BP,MH
O,HR,10,T3,Labridae,Thalassoma_lutescens,10,1,0.01023,3.05,BP,MI
O,HR,10,T3,Serranidae,Pseudanthias_dispar,10,76,0.00955,2.97,BP,PL
O,HR,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,20,10,0.02344,2.98,BP,O
O,HR,10,T4,Pomacentridae,Chromis_margaritifer,8,75,0.0182,3,BP,PL
O,HR,10,T4,Microdesmidae,Nemateleotris_magnifica,10,5,0.00389,3.12,BP,PL
O,HR,10,T4,Labridae,Thalassoma_lutescens,10,1,0.01023,3.05,BP,MI
O,HR,10,T4,Labridae,Thalassoma_lutescens,20,2,0.01023,3.05,BP,MI
O,HR,10,T4,Labridae,Labroides_dimidiatus,10,2,0.00447,3.14,BP,MI
O,HR,10,T4,Labridae,Oxycheilinus_unifasciatus,20,1,0.0166,2.95,BP,MI
O,HR,10,T4,Mullidae,Parupeneus_multifasciatus,20,4,0.01318,3.11,BP,MI
O,HR,10,T4,Pomacentridae,Pomachromis_cf_richardsoni,10,4,0.01479,2.99,BP,HD
O,HR,10,T4,Labridae,Labridae_sp,5,1,,,,
O,HR,10,T4,Acanthuridae,Acanthurus_pyroferus,15,3,0.02399,2.96,BP,HD
O,HR,10,T4,Labridae,Anampses_cf_twistii,15,2,0.01,3.06,BP,MI
O,HR,10,T4,Labridae,Scarus_cf_forsteni,20,7,0.01622,3.02,BP,HD
O,HR,10,T4,Balistidae,Sufflamen_chrysopterum,25,2,0.02042,2.94,BP,SI
O,HR,10,T4,Pomacentridae,Pomacentridae_sp,5,1,,,,
O,HR,10,T4,Pomacentridae,Chromis_xanthura,10,1,0.0166,2.95,BP,PL
O,HR,10,T4,Labridae,Labridae_sp,15,4,,,,
O,HR,10,T4,Acanthuridae,Naso_lituratus,35,1,0.02512,2.97,BP,MH
O,HR,10,T4,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,HR,10,T4,Nemipteridae,Scolopsis_bilineata,20,1,0.01445,3.02,BP,MI
O,HR,10,T4,Labridae,Thalassoma_quinquevittatum,20,1,0.01,3.04,BP,MI
O,HR,10,T4,Pomacentridae,Amphiprion_clarkii,15,2,0.02291,2.99,BP,O
O,HR,10,T4,Pomacentridae,Pomacentridae_sp,10,1,,,,
O,HR,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,10,2,0.02344,2.98,BP,O
O,HR,10,T4,Acanthuridae,Zebrasoma_scopas,10,1,0.02455,2.98,BP,HD
O,HR,10,T4,Microdesmidae,Ptereleotris_evides,10,42,0.00389,3.12,BP,PL
O,HR,10,T4,Serranidae,Pseudanthias_sp,10,18,,,,
O,HR,10,T5,Pomacentridae,Chromis_margaritifer,8,88,0.0182,3,BP,PL
O,HR,10,T5,Pomacentridae,Chromis_xanthura,10,1,0.0166,2.95,BP,PL
O,HR,10,T5,Cirrhitidae,Paracirrhites_cf_arcatus,10,1,0.00933,3.07,B,MI
O,HR,10,T5,Chaetodontidae,Chaetodon_melannotus,10,1,0.02291,3,BP,SI
O,HR,10,T5,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,HR,10,T5,Pomacentridae,Chromis_cf_vanderbilti,5,12,0.01479,2.99,BP,PL
O,HR,10,T5,Pomacentridae,Plectroglyphidodon_johnstonianus,15,1,0.02399,2.95,BP,HD
O,HR,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,20,7,0.02344,2.98,BP,O
O,HR,10,T5,Labridae,Thalassoma_lutescens,20,2,0.01023,3.05,BP,MI
O,HR,10,T5,Labridae,Labridae_sp,10,4,,,,
O,HR,10,T5,Pomacentridae,Pomacentridae_sp,5,10,,,,
O,HR,10,T5,Labridae,Scarus_sp,30,1,,,,
O,HR,10,T5,Microdesmidae,Ptereleotris_evides,10,3,0.00389,3.12,BP,PL
O,HR,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,20,2,0.02344,2.98,BP,O
O,HR,10,T5,Labridae,Scarus_cf_forsteni,30,1,0.01622,3.02,BP,HD
O,HR,10,T5,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,HR,10,T5,Pomacentridae,Plectroglyphidodon_dickii,10,1,0.02455,2.99,BP,O
O,HR,10,T5,Labridae,Labridae_sp,15,40,,,,
O,DC,10,T1,Pomacentridae,Chromis_margaritifer,8,11,0.0182,3,BP,PL
O,DC,10,T1,Microdesmidae,Ptereleotris_evides,10,13,0.00389,3.12,BP,PL
O,DC,10,T1,Labridae,Thalassoma_lutescens,30,2,0.01023,3.05,BP,MI
O,DC,10,T1,Labridae,Thalassoma_lutescens,25,3,0.01023,3.05,BP,MI
O,DC,10,T1,Labridae,Labroides_dimidiatus,10,3,0.00447,3.14,BP,MI
O,DC,10,T1,Mullidae,Parupeneus_multifasciatus,10,2,0.01318,3.11,BP,MI
O,DC,10,T1,Pomacanthidae,Centropyge_cf_ferrugata,10,1,0.03311,2.88,BP,HD
O,DC,10,T1,Serranidae,Pseudanthias_pascalus,15,1,0.00955,2.97,BP,PL
O,DC,10,T1,Labridae,Anampses_cf_twistii,10,2,0.01,3.06,BP,MI
O,DC,10,T1,Labridae,Labridae_sp,10,1,,,,
O,DC,10,T1,Labridae,Stethojulis_cf_trilineata,15,1,0.01047,3.09,BP,MI
O,DC,10,T1,Pomacentridae,Pomacentridae_sp,10,2,,,,
O,DC,10,T1,Pomacanthidae,Centropyge_vrolikii,10,2,0.03236,2.88,BP,HD
O,DC,10,T1,Chaetodontidae,Chaetodon_argentatus,15,2,0.02291,3.01,BP,SI
O,DC,10,T1,Pomacanthidae,Apolemichthys_trimaculatus,20,2,0.03311,2.88,BP,SI
O,DC,10,T1,Acanthuridae,Ctenochaetus_cf_striatus,20,5,0.02344,2.98,BP,O
O,DC,10,T1,Balistidae,Sufflamen_chrysopterum,30,1,0.02042,2.94,BP,SI
O,DC,10,T1,Serranidae,Cephalopholis_argus,35,1,0.01175,3.05,BP,PI
O,DC,10,T1,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,DC,10,T2,Pomacanthidae,Apolemichthys_trimaculatus,25,3,0.03311,2.88,BP,SI
O,DC,10,T2,Mullidae,Parupeneus_multifasciatus,20,3,0.01318,3.11,BP,MI
O,DC,10,T2,Balistidae,Sufflamen_chrysopterum,25,1,0.02042,2.94,BP,SI
O,DC,10,T2,Labridae,Labridae_sp,10,1,,,,
O,DC,10,T2,Labridae,Thalassoma_lutescens,15,4,0.01023,3.05,BP,MI
O,DC,10,T2,Pomacanthidae,Centropyge_vrolikii,10,4,0.03236,2.88,BP,HD
O,DC,10,T2,Labridae,Thalassoma_lutescens,20,7,0.01023,3.05,BP,MI
O,DC,10,T2,Labridae,Labridae_sp,15,3,,,,
O,DC,10,T2,Pomacentridae,Chromis_cf_vanderbilti,10,4,0.01479,2.99,BP,PL
O,DC,10,T2,Labridae,Thalassoma_lutescens,25,2,0.01023,3.05,BP,MI
O,DC,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,15,8,0.02344,2.98,BP,O
O,DC,10,T2,Acanthuridae,Naso_lituratus,25,1,0.02512,2.97,BP,MH
O,DC,10,T2,Labridae,Scarus_sp,25,1,,,,
O,DC,10,T2,Pomacentridae,Chromis_margaritifer,8,5,0.0182,3,BP,PL
O,DC,10,T2,Microdesmidae,Ptereleotris_evides,10,18,0.00389,3.12,BP,PL
O,DC,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,25,2,0.02344,2.98,BP,O
O,DC,10,T2,Labridae,Coris_cf_gaimard,25,1,0.01,3.06,BP,MI
O,DC,10,T2,Labridae,Scarus_cf_schlegeli,35,1,0.0166,3,BP,HD
O,DC,10,T2,Labridae,Scarus_cf_schlegeli,25,2,0.0166,3,BP,HD
O,DC,10,T2,Labridae,Stethojulis_cf_trilineata,20,1,0.01047,3.09,BP,MI
O,DC,10,T2,Pomacentridae,Chromis_xanthura,10,3,0.0166,2.95,BP,PL
O,DC,10,T2,Pomacanthidae,Pygoplites_diacanthus,25,1,0.04677,2.89,BP,SI
O,DC,10,T2,Labridae,Labridae_sp,25,1,,,,
O,DC,10,T3,Balistidae,Sufflamen_chrysopterum,30,1,0.02042,2.94,BP,SI
O,DC,10,T3,Acanthuridae,Ctenochaetus_cf_striatus,20,5,0.02344,2.98,BP,O
O,DC,10,T3,Mullidae,Parupeneus_multifasciatus,25,3,0.01318,3.11,BP,MI
O,DC,10,T3,Labridae,Calotomus_carolinus,30,1,0.0123,3.13,BP,HD
O,DC,10,T3,Labridae,Scarus_sp,40,1,,,,
O,DC,10,T3,Pomacanthidae,Centropyge_vrolikii,10,1,0.03236,2.88,BP,HD
O,DC,10,T3,Labridae,Thalassoma_lutescens,25,3,0.01023,3.05,BP,MI
O,DC,10,T3,Mullidae,Parupeneus_multifasciatus,15,3,0.01318,3.11,BP,MI
